"","INTERCEPT_ID","LOCATION_ID","LOCATION_NM","INTERCEPT_DT","TIME_ID","FINAL_DETERM_ID","INTERCEPT_NUM","PORT_REFERENCE_NUMBER","PATHWAY","MODE_OF_TRANSPORT","FORWARD_TO","PRIORITY","OVERTIME_FL","UDF1","ORIGIN_UNSURE_FL","ORIGIN","ORIGIN_ID","DESTINATION_STATE","DESTINATION_CITY","DESTINATION_ZIP","IMPORTED_AS","MATERIAL_FOR","WHERE_INTERCEPT","AIRLINE","MARITIME_NM","CARRIER_NUM","SHIPMENT_ID_NUM","SHIPMENT_TYPE","NATIONAL_AGR_RELEASE_PROG","HOST_PROXIMITY","INSP_HOST","INSP_GENUS","INSP_AGRICULT_FL","INVALID_INSP_HOST","BIO_HOST","BIO_GENUS","BIO_AGRICULT_FL","INVALID_BIO_HOST","HOST_PART","HOST_QUANTITY","UNIT","DISEASE_STAGE","ALIVE_IMMATURE","ALIVE_PUPAE","ALIVE_ADULT","ALIVE_EGG","ALIVE_CYST","DEAD_IMMATURE","DEAD_PUPAE","DEAD_ADULT","DEAD_EGG","DEAD_CYST","NIS_REVIEW_FL","PEST","INVALID_PEST","INCONCL_REASON","PEST_TYPE","REPORTABLE_FL","PEST_ORDER","SUB_ORDER","SUPER_FAMILY","FAMILY","SUB_FAMILY","TRIBE","GENUS","SUB_GENUS","SPECIES","SUB_SPECIES","AUTHOR","PEST_REMARKS","DETERMINED_BY","DETERMINED_DT","DETERM_REMARKS","QUARANTINE_STATUS","SEL_LOT","APPROVED_FL","REMARKS","F309_ID","CREATE_USER","CREATE_DT","MODIFY_USER","MODIFY_DT","REFRESH_DT"
"1947",570869,454,"GA Atlanta PIS PPQ","2000-08-19 00:00:00",7537,691921,"ATLGA002510194140","0194140","Airport",NA,"None","Routine","N","ATL","N","El Salvador",65,"Louisiana",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"DL 380",NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",5,"Pound",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"James G Eldridge","2000-09-07 16:02:18",NA,NA,NA,"Y","5 LBS. 
",570869,"PIN309","2000-09-07 16:02:18","PIN309","2006-06-09 10:33:14","2021-04-19 01:00:06"
"1948",35438,573,"TX Dallas/Ft. Worth PPQ","1993-03-29 00:00:00",4837,35447,"DFWTX930880166640","0166640","Airport",NA,"None","Routine","N","DFW","N","Honduras",96,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AA FLT 990",NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",20,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Elliott","1993-03-29 07:45:51",NA,NA,NA,"Y","20 PIECES * pre-PIN record *",35438,"PIN309","1993-03-29 07:45:51","PIN309","2006-06-09 09:52:17","2021-04-19 01:00:06"
"1949",465823,502,"TN Memphis PPQ","1996-07-02 00:00:00",6028,535374,"MEMTN981470005470","0005470","Airport",NA,"None","Routine","N","MEM","N","Iran",103,"Tennessee",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"KLM",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",10,"Pound",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Rhagoletis sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Rhagoletis",NA,NA,NA,NA,NA,"John M Kingsolver","1998-05-27 10:07:07",NA,NA,NA,"Y","10 LBS. ",465823,"PIN309","1998-05-27 10:07:07","PIN309","2006-06-09 10:24:42","2021-04-19 01:00:06"
"1950",1595995,95,"TX Hidalgo CBP","2009-05-10 00:00:00",10723,2067949,"APLTX091300139003","687","Land Border","POV","None","Routine","N",NA,"N","Mexico",140,NA,NA,NA,NA,"Consumption","Baggage",NA,NA,NA,NA,NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Patrick S Haslem","2009-05-27 00:00:00",NA,NA,NA,"Y","Dipthera
Anastrepha sp.",1587986,"JGALVARADO","2009-05-10 23:14:46","DWMCCOY","2009-05-27 15:53:50","2021-04-19 01:00:06"
"1951",51243,576,"TX El Paso PPQ","1994-05-30 00:00:00",5264,51261,"ELPTX941500454480","0454480","Land Border",NA,"None","Routine","N","ELP","N","Mexico",140,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AUTOMOBILE",NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",0.5,"Pound",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Eads","1994-05-30 09:50:51",NA,NA,NA,"Y","1/2 LB. * pre-PIN record *",51243,"PIN309","1994-05-30 09:50:51","PIN309","2006-06-09 09:53:26","2021-04-19 01:00:06"
"1952",1798742,241,"CA San Francisco CBP","2010-04-09 00:00:00",11057,2380759,"APSCA100996095001","029916","Airport","Aircraft","None","Prompt","N","Fruit Fly","N","Viet Nam",233,"California","San Jose",NA,"Fruit","Consumption","Baggage","EVA Airways, Taoyuan Hsien, Taiwan",NA,"18",NA,NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,14,"Each",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Bactrocera sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Bactrocera",NA,NA,NA,NA,NA,"Allan H. Smith-Pardo","2010-04-16 00:00:00",NA,NA,NA,"Y",NA,1788799,"EGVICTORIA","2010-04-09 19:55:13","AHSMITHPARDO","2010-04-16 16:05:51","2021-04-19 01:00:06"
"1953",577974,528,"AZ Phoenix PPQ","2000-08-07 00:00:00",7525,701891,"PHXAZ002950001870","0001870","Airport",NA,"None","Routine","N","PHX","N","Mexico",140,"Arizona",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AIRCRAFT",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,15,"Each",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Gerald D Ehni","2000-10-21 12:23:34",NA,NA,NA,"Y","15 FRUIT ",577974,"PIN309","2000-10-21 12:23:34","PIN309","2006-06-09 10:33:49","2021-04-19 01:00:06"
"1954",402857,435,"MA Boston PPQ","1989-09-17 00:00:00",3548,445416,"BOSMA980827409350","7409350","Airport",NA,"None","Routine","N","BOS","N","Italy",107,"Massachusetts",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AZ612",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1,"Each",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Ceratitis capitata (Wiedemann) (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Ceratitis",NA,"capitata",NA,"(Wiedemann)",NA,"P. Pinet* Perkins","1998-03-23 11:53:15",NA,NA,NA,"Y","1 FRUIT PINET *BOS117-SEP-89100 *PINET 309* ",402857,"PIN309","1998-03-23 11:53:15","PIN309","2006-06-09 10:19:40","2021-04-19 01:00:06"
"1955",465788,142,"CA Los Angeles PIS PPQ","1998-05-18 00:00:00",6713,535313,"LAXCA981461410320","1410320","Airport",NA,"None","Routine","N","LAX","N","Philippines",171,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"CI 006",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",30,"Each",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Bactrocera sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Bactrocera",NA,NA,NA,NA,NA,"Bertram Lindsey","1998-05-26 20:26:06",NA,NA,NA,"Y","30 FRUIT ",465788,"PIN309","1998-05-26 20:26:06","PIN309","2006-06-09 10:24:42","2021-04-19 01:00:06"
"1956",1483233,95,"TX Hidalgo CBP","2008-07-26 00:00:00",10435,1896221,"APLTX082330838016",NA,"Land Border","POV","None","Routine","N",NA,"N","Mexico",140,"Texas","McAllen","78503","Fruit","Consumption","Baggage",NA,NA,NA,NA,NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,20,"Each",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"David W McCoy","2008-07-29 00:00:00",NA,NA,NA,"Y",NA,1477057,"DWMCCOY","2008-08-20 09:11:45","PESTIDAPP","2008-10-27 14:46:49","2021-04-19 01:00:06"
"1957",574970,242,"CA San Francisco PIS PPQ","2000-07-17 00:00:00",7504,697665,"SFOCA002151009340","1009340","Airport",NA,"None","Routine","N","SFO","N","Japan",109,NA,NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"UAL 838",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,2,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Lestodiplosis sp. (Cecidomyiidae) *Non-Rep*",NA,NA,"Insect","N","Diptera",NA,NA,"Cecidomyiidae",NA,NA,"Lestodiplosis",NA,NA,NA,NA,NA,"Raymond J Gagne","2000-08-02 12:47:56",NA,NA,NA,"Y","2 PCS. 415 6 predator ",574970,"PIN309","2000-08-02 12:47:56","PIN309","2006-06-09 10:33:35","2021-04-19 01:00:06"
"1958",404391,435,"MA Boston PPQ","1994-02-07 00:00:00",5152,447890,"BOSMA980827422890","7422890","Airport",NA,"None","Routine","N","BOS","N","India",101,"Maryland",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"NW039",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",10,"Pound",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Rhagoletis sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Rhagoletis",NA,NA,NA,NA,NA,"Allen L Norrbom","1998-03-23 11:53:15",NA,NA,NA,"Y","10 POUNDS PINET *BOS207-FEB-94200 *PINET 309* ",404391,"PIN309","1998-03-23 11:53:15","PIN309","2006-06-09 10:19:48","2021-04-19 01:00:06"
"1959",423497,118,"NY JFK PIS PPQ","1993-04-14 00:00:00",4853,477973,"JFKNY980847659510","7659510","Airport",NA,"None","Routine","N","JFK","N","Venezuela",232,"New York",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"VE 800",NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",29,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"T. Pinet* O'neill","1998-03-25 20:11:52",NA,NA,NA,"Y","29 fruits PINET *JFK114-APR-9366 *PINET 309* ",423497,"PIN309","1998-03-25 20:11:52","PIN309","2006-06-09 10:21:20","2021-04-19 01:00:06"
"1960",157727,564,"TX Brownsville PPQ","1990-05-29 00:00:00",3802,166666,"BROTX901490221000","0221000","Land Border",NA,"None","Routine","N","BRO","N","Mexico",140,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AUTOMOBILE",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",5,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Riley","1990-05-29 22:44:36",NA,NA,NA,"Y","5 FRUIT *90 pre-PIN record *",157727,"PIN309","1990-05-29 22:44:36","PIN309","2006-06-09 10:01:17","2021-04-19 01:00:06"
"1961",157728,573,"TX Dallas/Ft. Worth PPQ","1990-07-23 00:00:00",3857,166667,"DFWTX902040113820","0113820","Airport",NA,"None","Routine","N","DFW","N","Mexico",140,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AA FLT 1260",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",5,"Each",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Elliott","1990-07-23 22:44:36",NA,NA,NA,"Y","5 FRUIT *90 pre-PIN record *",157728,"PIN309","1990-07-23 22:44:36","PIN309","2006-06-09 10:01:17","2021-04-19 01:00:06"
"1962",457229,158,"FL Miami PIS PPQ","1998-04-09 00:00:00",6674,524800,"MIAFL981001719330","1719330","Airport",NA,"None","Routine","N","MIA","N","Colombia",48,NA,NA,NA,"Fruit","Non-Entry","Quarters",NA,NA,NA,"AV 006",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Lorenzo Bernal","1998-04-10 18:09:45",NA,NA,NA,"Y","1 BAG ",457229,"PIN309","1998-04-10 18:09:45","PIN309","2006-06-09 10:24:03","2021-04-19 01:00:06"
"1963",356427,142,"CA Los Angeles PIS PPQ","1996-06-14 00:00:00",6010,373071,"LAXCA972661293070","1293070","Airport",NA,"None","Routine","N","LAX","N","Mexico",140,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"MX 908",NA,"N","With","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",3,"Pound",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Morley M Suzuki","1997-09-23 15:18:07",NA,NA,NA,"Y","3 LBS. ",356427,"PIN309","1997-09-23 15:18:07","PIN309","2006-06-09 10:15:52","2021-04-19 01:00:06"
"1964",1457304,234,"CA San Ysidro CBP","2008-05-19 00:00:00",10367,1927230,"APSCA081621732032","048213","Land Border","Pedestrian","None","Routine","N",NA,"N","Mexico",140,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,NA,NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1,"Kilogram",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Rhagoletis sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Rhagoletis",NA,NA,NA,NA,NA,"Allen L Norrbom","2008-10-21 00:00:00"," Other sex, life stage, or caste needed.",NA,808286,"Y",NA,1451680,"TOQUAN","2008-06-10 12:54:40","SELISID","2008-10-21 10:22:11","2021-04-19 01:00:06"
"1965",57189,573,"TX Dallas/Ft. Worth PPQ","1994-12-15 00:00:00",5463,57233,"DFWTX943490194840","0194840","Airport",NA,"None","Routine","N","DFW","N","Russia",179,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AA FLT 049",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Dasineura sp. (Cecidomyiidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Cecidomyiidae",NA,NA,"Dasineura",NA,NA,NA,NA,NA,"NFN NFN Gagne","1994-12-15 09:50:51",NA,NA,NA,"Y","2 FRUIT * pre-PIN record *",57189,"PIN309","1994-12-15 09:50:51","PIN309","2006-06-09 09:53:52","2021-04-19 01:00:06"
"1966",420689,456,"IL Chicago PPQ","1995-06-17 00:00:00",5647,473691,"DESIL980827487470","7487470","Airport",NA,"None","Routine","N","DES","N","Mexico",140,"Illinois",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"GD #676",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",0.5,"Kilogram",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Ramona E Ivashchenko","1998-03-23 12:02:57",NA,NA,NA,"Y","0.5 KG PINET *DES817-JUN-95801 *PINET 309* HOST:PRUNUS SEROTINA (CHERRY)",420689,"PIN309","1998-03-23 12:02:57","PIN309","2006-06-09 10:21:07","2021-04-19 01:00:06"
"1967",23489,158,"FL Miami PIS PPQ","1992-11-28 00:00:00",4716,23496,"MIAFL923331160770","1160770","Airport",NA,"None","Routine","N","MIA","N","Peru",170,"Florida",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AA FLT 918",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",6,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Ceratitis capitata (Wiedemann) (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Ceratitis",NA,"capitata",NA,"(Wiedemann)",NA,"NFN NFN Norrbom","1992-11-28 11:18:09",NA,NA,NA,"Y","6 FRUIT * pre-PIN record *",23489,"PIN309","1992-11-28 11:18:09","PIN309","2006-06-09 09:51:26","2021-04-19 01:00:06"
"1968",1775943,157,"FL Miami Air CBP","2010-03-05 00:00:00",11022,2339582,"APMFL100641968003","422749","Airport","Aircraft","None","Routine","N","JJJ","N","Ecuador",63,NA,NA,NA,"Cutting","Consumption","Baggage","Lan Ecuador, Ecuador",NA,"516",NA,NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Cutting",1,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Ramón A. Dones","2010-03-09 00:00:00",NA,NA,NA,"Y","Diptera.",1766283,"GBERBERNA","2010-03-05 16:28:45","RADONES","2010-03-09 08:55:39","2021-04-19 01:00:06"
"1969",55831,158,"FL Miami PIS PPQ","1994-05-05 00:00:00",5239,55855,"MIAFL941251264410","1264410","Airport",NA,"None","Routine","N","MIA","N","Nicaragua",156,"Florida",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM GY FLT 230",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",4,"Pound",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Broda-hydorn","1994-05-05 09:50:51",NA,NA,NA,"Y","4 LBS * pre-PIN record *",55831,"PIN309","1994-05-05 09:50:51","PIN309","2006-06-09 09:53:46","2021-04-19 01:00:06"
"1970",393739,72,"NJ Newark Sea CBP","1993-06-14 00:00:00",4914,430353,"ELINJ980827447560","7447560","Airport",NA,"None","Routine","N","ELI","N","Hungary",99,"New Jersey",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"HUNGARIAN AIR 002",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Pound",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Tephritidae, species of",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,NA,NA,NA,NA,NA,NA,"Allen L Norrbom","1998-03-23 11:27:09",NA,NA,NA,"Y","2 lbs. PINET *ELI214-JUN-93505 *PINET 309* ",393739,"PIN309","1998-03-23 11:27:09","PIN309","2006-06-09 10:18:55","2021-04-19 01:00:06"
"1971",16576,158,"FL Miami PIS PPQ","1992-08-21 00:00:00",4617,16581,"MIAFL922341139940","1139940","Airport",NA,"None","Routine","N","MIA","N","Honduras",96,"Florida",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA," HO SH FLT 808",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",36,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Torres","1992-08-21 11:18:09",NA,NA,NA,"Y","3 DOZEN * pre-PIN record *",16576,"PIN309","1992-08-21 11:18:09","PIN309","2006-06-09 09:50:55","2021-04-19 01:00:06"
"1972",9493,573,"TX Dallas/Ft. Worth PPQ","1992-06-08 00:00:00",4543,9493,"DFWTX921600149570","0149570","Airport",NA,"None","Routine","N","DFW","N","Mexico",140,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM AA FLT 518",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",5,"Pound",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Tephritidae, species of",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,NA,NA,NA,NA,NA,NA,"NFN NFN Norrbom","1992-06-08 11:18:09",NA,NA,NA,"Y","5 LBS. * pre-PIN record *",9493,"PIN309","1992-06-08 11:18:09","PIN309","2006-06-09 09:50:24","2021-04-19 01:00:06"
"1973",196317,142,"CA Los Angeles PIS PPQ","1988-09-13 00:00:00",3179,205433,"LAXCA882570776150","0776150","Airport",NA,"None","Routine","N","LAX","N","Mexico",140,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"ME MX FLT 942",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Pound",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"NFN NFN Johnson","1988-09-13 19:51:52",NA,NA,NA,"Y","2 LBS *88 pre-PIN record *",196317,"PIN309","1988-09-13 19:51:52","PIN309","2006-06-09 10:04:07","2021-04-19 01:00:06"
"1974",451929,72,"NJ Newark Sea CBP","1998-03-04 00:00:00",6638,518778,"ELINJ980972000960","2000960","Airport",NA,"None","Routine","N","ELI","N","India",101,"New Jersey",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"UA907",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1,"Pound",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Rhagoletis sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Rhagoletis",NA,NA,NA,NA,NA,"Robert A Tracy III","1998-04-07 15:37:15",NA,NA,NA,"Y","1 LB ",451929,"PIN309","1998-04-07 15:37:15","PIN309","2006-06-09 10:23:39","2021-04-19 01:00:06"
"1975",1669910,35,"NC Charlotte CBP","2009-09-14 00:00:00",10850,2245833,"APANC092603437001","4166","Airport","Aircraft","None","Routine","N",NA,"N","Albania",2,NA,NA,NA,NA,"Consumption","Baggage",NA,NA,NA,NA,NA,"N","With","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"N","Rhagoletis sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Rhagoletis",NA,NA,NA,NA,NA,"Allen L Norrbom","2009-12-04 00:00:00"," Other sex, life stage, or caste needed.",NA,913125,"Y",NA,1661052,"SDEGRYSE","2009-09-17 12:44:39","SELISID","2009-12-04 09:37:07","2021-04-19 01:00:06"
"1976",568127,142,"CA Los Angeles PIS PPQ","2000-08-19 00:00:00",7537,688126,"LAXCA002801553990","1553990","Airport",NA,"None","Routine","N","LAX","N","United Arab Emirates",225,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"SR106",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,25,"Each",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Ceratitis capitata (Wiedemann) (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Ceratitis",NA,"capitata",NA,"(Wiedemann)",NA,"Allen L Norrbom","2000-10-06 18:02:16",NA,NA,NA,"Y","25 FRUIT 415 1  ",568127,"PIN309","2000-10-06 18:02:16","PIN309","2006-06-09 10:33:00","2021-04-19 01:00:06"
"1977",1696769,6,"GA Atlanta CBP","2009-11-01 00:00:00",10898,2274545,"APAGA093055552003","ms110109c","Airport","Aircraft","None","Routine","N",NA,"N","Ecuador",63,"New York",NA,NA,"Fruit","Consumption","Baggage","Delta Airlines, Atlanta, GA, USA",NA,"DL 680",NA,NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1,"Kilogram",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Anastrepha sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Anastrepha",NA,NA,NA,NA,NA,"Charles E Olsen","2010-01-06 00:00:00",NA,NA,NA,"Y",NA,1687624,"MSINGH","2009-11-01 08:03:41","COLSEN","2010-01-06 13:30:24","2021-04-19 01:00:06"
"1978",391911,72,"NJ Newark Sea CBP","1994-06-09 00:00:00",5274,427573,"ELINJ980827447510","7447510","Airport",NA,"None","Routine","N","ELI","N","Italy",107,"New Jersey",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"CONTINENTAL1941",NA,"N","In","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1,"Pound",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Rhagoletis sp. (Tephritidae)",NA,NA,"Insect","Y","Diptera",NA,NA,"Tephritidae",NA,NA,"Rhagoletis",NA,NA,NA,NA,NA,"Allen L Norrbom","1998-03-23 11:27:09",NA,NA,NA,"Y","1lb PINET *ELI209-JUN-94500 *PINET 309* ",391911,"PIN309","1998-03-23 11:27:09","PIN309","2006-06-09 10:18:46","2021-04-19 01:00:06"
